0. predicted: SERVE10, actual: SERVE10
1727. predicted: SERVE10, actual: SERVE10
1728. predicted: SERVE10, actual: SERVE10
1729. predicted: SERVE10, actual: SERVE10
1730. predicted: SERVE12, actual: SERVE10
1731. predicted: SERVE12, actual: SERVE10
1732. predicted: SERVE12, actual: SERVE10
1733. predicted: SERVE10, actual: SERVE10
1734. predicted: SERVE12, actual: SERVE10
1735. predicted: SERVE10, actual: SERVE10
1736. predicted: SERVE12, actual: SERVE10
1737. predicted: SERVE10, actual: SERVE10
1738. predicted: SERVE10, actual: SERVE10
1739. predicted: SERVE10, actual: SERVE10
1740. predicted: SERVE12, actual: SERVE10
1741. predicted: SERVE10, actual: SERVE10
1742. predicted: SERVE12, actual: SERVE10
1743. predicted: SERVE12, actual: SERVE10
1744. predicted: SERVE12, actual: SERVE10
1745. predicted: SERVE12, actual: SERVE10
1746. predicted: SERVE10, actual: SERVE10
1747. predicted: SERVE10, actual: SERVE10
1748. predicted: SERVE10, actual: SERVE10
1749. predicted: SERVE10, actual: SERVE10
1750. predicted: SERVE10, actual: SERVE10
1751. predicted: SERVE10, actual: SERVE10
1752. predicted: SERVE12, actual: SERVE10
1753. predicted: SERVE10, actual: SERVE10
1754. predicted: SERVE10, actual: SERVE10
1755. predicted: SERVE10, actual: SERVE10
1756. predicted: SERVE12, actual: SERVE10
1757. predicted: SERVE12, actual: SERVE10
1758. predicted: SERVE10, actual: SERVE10
1759. predicted: SERVE12, actual: SERVE10
1760. predicted: SERVE12, actual: SERVE10
1761. predicted: SERVE12, actual: SERVE10
1762. predicted: SERVE12, actual: SERVE10
1763. predicted: SERVE10, actual: SERVE10
1764. predicted: SERVE12, actual: SERVE10
1765. predicted: SERVE10, actual: SERVE10
1766. predicted: SERVE10, actual: SERVE10
1767. predicted: SERVE12, actual: SERVE10
1768. predicted: SERVE12, actual: SERVE10
1769. predicted: SERVE12, actual: SERVE10
1770. predicted: SERVE10, actual: SERVE10
1771. predicted: SERVE10, actual: SERVE10
1772. predicted: SERVE10, actual: SERVE10
1773. predicted: SERVE12, actual: SERVE10
1774. predicted: SERVE12, actual: SERVE10
1775. predicted: SERVE12, actual: SERVE10
1776. predicted: SERVE12, actual: SERVE10
1777. predicted: SERVE12, actual: SERVE10
1778. predicted: SERVE12, actual: SERVE10
1779. predicted: SERVE10, actual: SERVE10
1780. predicted: SERVE12, actual: SERVE10
1781. predicted: SERVE12, actual: SERVE10
1782. predicted: SERVE10, actual: SERVE10
1783. predicted: SERVE12, actual: SERVE10
1784. predicted: SERVE10, actual: SERVE10
1785. predicted: SERVE12, actual: SERVE10
1786. predicted: SERVE10, actual: SERVE10
1787. predicted: SERVE10, actual: SERVE10
1788. predicted: SERVE10, actual: SERVE10
1789. predicted: SERVE12, actual: SERVE10
1790. predicted: SERVE12, actual: SERVE10
1791. predicted: SERVE10, actual: SERVE10
1792. predicted: SERVE10, actual: SERVE10
1793. predicted: SERVE10, actual: SERVE10
1794. predicted: SERVE10, actual: SERVE10
1795. predicted: SERVE10, actual: SERVE10
1796. predicted: SERVE12, actual: SERVE10
1797. predicted: SERVE12, actual: SERVE10
1798. predicted: SERVE12, actual: SERVE10
1799. predicted: SERVE12, actual: SERVE10
1800. predicted: SERVE10, actual: SERVE10
0.4414214325374792
1801. predicted: SERVE10, actual: SERVE10
1802. predicted: SERVE12, actual: SERVE10
1803. predicted: SERVE12, actual: SERVE10
1804. predicted: SERVE10, actual: SERVE10
1805. predicted: SERVE12, actual: SERVE10
1806. predicted: SERVE12, actual: SERVE10
1807. predicted: SERVE12, actual: SERVE10
1808. predicted: SERVE12, actual: SERVE10
1809. predicted: SERVE12, actual: SERVE10
1810. predicted: SERVE10, actual: SERVE10
1811. predicted: SERVE12, actual: SERVE10
1812. predicted: SERVE12, actual: SERVE10
1813. predicted: SERVE10, actual: SERVE10
1814. predicted: SERVE12, actual: SERVE12
1815. predicted: SERVE12, actual: SERVE12
1816. predicted: SERVE12, actual: SERVE12
1817. predicted: SERVE12, actual: SERVE12
1818. predicted: SERVE12, actual: SERVE12
1819. predicted: SERVE12, actual: SERVE12
1820. predicted: SERVE12, actual: SERVE12
1821. predicted: SERVE12, actual: SERVE12
1822. predicted: SERVE12, actual: SERVE12
1823. predicted: SERVE12, actual: SERVE12
1824. predicted: SERVE12, actual: SERVE12
1825. predicted: SERVE12, actual: SERVE12
1826. predicted: SERVE12, actual: SERVE12
1827. predicted: SERVE12, actual: SERVE12
1828. predicted: SERVE12, actual: SERVE12
1829. predicted: SERVE12, actual: SERVE12
1830. predicted: SERVE12, actual: SERVE12
1831. predicted: SERVE10, actual: SERVE12
1832. predicted: SERVE12, actual: SERVE12
1833. predicted: SERVE12, actual: SERVE12
1834. predicted: SERVE12, actual: SERVE12
1835. predicted: SERVE12, actual: SERVE12
1836. predicted: SERVE12, actual: SERVE12
1837. predicted: SERVE10, actual: SERVE12
1838. predicted: SERVE12, actual: SERVE12
1839. predicted: SERVE12, actual: SERVE12
1840. predicted: SERVE12, actual: SERVE12
1841. predicted: SERVE12, actual: SERVE12
1842. predicted: SERVE12, actual: SERVE12
1843. predicted: SERVE10, actual: SERVE12
1844. predicted: SERVE12, actual: SERVE12
1845. predicted: SERVE12, actual: SERVE12
1846. predicted: SERVE12, actual: SERVE12
1847. predicted: SERVE12, actual: SERVE12
1848. predicted: SERVE12, actual: SERVE12
1849. predicted: SERVE12, actual: SERVE12
1850. predicted: SERVE12, actual: SERVE12
1851. predicted: SERVE12, actual: SERVE12
1852. predicted: SERVE12, actual: SERVE12
1853. predicted: SERVE12, actual: SERVE12
1854. predicted: SERVE12, actual: SERVE12
1855. predicted: SERVE12, actual: SERVE12
1856. predicted: SERVE12, actual: SERVE12
1857. predicted: SERVE12, actual: SERVE12
1858. predicted: SERVE12, actual: SERVE12
1859. predicted: SERVE12, actual: SERVE12
1860. predicted: SERVE12, actual: SERVE12
1861. predicted: SERVE12, actual: SERVE12
1862. predicted: SERVE12, actual: SERVE12
1863. predicted: SERVE12, actual: SERVE12
1864. predicted: SERVE12, actual: SERVE12
1865. predicted: SERVE12, actual: SERVE12
1866. predicted: SERVE12, actual: SERVE12
1867. predicted: SERVE12, actual: SERVE12
1868. predicted: SERVE12, actual: SERVE12
1869. predicted: SERVE12, actual: SERVE12
1870. predicted: SERVE12, actual: SERVE12
1871. predicted: SERVE10, actual: SERVE12
1872. predicted: SERVE12, actual: SERVE12
1873. predicted: SERVE12, actual: SERVE12
1874. predicted: SERVE12, actual: SERVE12
1875. predicted: SERVE12, actual: SERVE12
1876. predicted: SERVE12, actual: SERVE12
1877. predicted: SERVE12, actual: SERVE12
1878. predicted: SERVE12, actual: SERVE12
1879. predicted: SERVE12, actual: SERVE12
1880. predicted: SERVE12, actual: SERVE12
1881. predicted: SERVE12, actual: SERVE12
1882. predicted: SERVE12, actual: SERVE12
1883. predicted: SERVE12, actual: SERVE12
1884. predicted: SERVE12, actual: SERVE12
1885. predicted: SERVE12, actual: SERVE12
1886. predicted: SERVE12, actual: SERVE12
1887. predicted: SERVE12, actual: SERVE12
1888. predicted: SERVE12, actual: SERVE12
1889. predicted: SERVE12, actual: SERVE12
1890. predicted: SERVE12, actual: SERVE12
1891. predicted: SERVE12, actual: SERVE12
1892. predicted: SERVE12, actual: SERVE12
1893. predicted: SERVE12, actual: SERVE12
1894. predicted: SERVE12, actual: SERVE12
1895. predicted: SERVE12, actual: SERVE12
1896. predicted: SERVE12, actual: SERVE12
1897. predicted: SERVE12, actual: SERVE12
1898. predicted: SERVE12, actual: SERVE12
1899. predicted: SERVE12, actual: SERVE12
1900. predicted: SERVE12, actual: SERVE12
0.46396633350867966
1901. predicted: SERVE12, actual: SERVE12
1902. predicted: SERVE12, actual: SERVE12
1903. predicted: SERVE12, actual: SERVE12
1904. predicted: SERVE12, actual: SERVE12
1905. predicted: SERVE12, actual: SERVE12
1906. predicted: SERVE10, actual: SERVE12
1907. predicted: SERVE12, actual: SERVE12
1908. predicted: SERVE12, actual: SERVE12
1909. predicted: SERVE12, actual: SERVE12
1910. predicted: SERVE12, actual: SERVE12
1911. predicted: SERVE12, actual: SERVE12
1912. predicted: SERVE12, actual: SERVE12
1913. predicted: SERVE12, actual: SERVE12
1914. predicted: SERVE12, actual: SERVE12
1915. predicted: SERVE12, actual: SERVE12
1916. predicted: SERVE12, actual: SERVE12
1917. predicted: SERVE12, actual: SERVE12
1918. predicted: SERVE12, actual: SERVE12
1919. predicted: SERVE12, actual: SERVE12
1920. predicted: SERVE12, actual: SERVE12
1921. predicted: SERVE12, actual: SERVE12
1922. predicted: SERVE12, actual: SERVE12
1923. predicted: SERVE12, actual: SERVE12
1924. predicted: SERVE12, actual: SERVE12
1925. predicted: SERVE12, actual: SERVE12
1926. predicted: SERVE12, actual: SERVE12
1927. predicted: SERVE12, actual: SERVE12
1928. predicted: SERVE12, actual: SERVE12
1929. predicted: SERVE12, actual: SERVE12
1930. predicted: SERVE12, actual: SERVE12
1931. predicted: SERVE12, actual: SERVE12
1932. predicted: SERVE12, actual: SERVE12
1933. predicted: SERVE12, actual: SERVE12
1934. predicted: SERVE12, actual: SERVE12
1935. predicted: SERVE12, actual: SERVE12
1936. predicted: SERVE12, actual: SERVE12
1937. predicted: SERVE12, actual: SERVE12
1938. predicted: SERVE12, actual: SERVE12
1939. predicted: SERVE12, actual: SERVE12
1940. predicted: SERVE12, actual: SERVE12
1941. predicted: SERVE12, actual: SERVE12
1942. predicted: SERVE12, actual: SERVE12
1943. predicted: SERVE12, actual: SERVE12
1944. predicted: SERVE12, actual: SERVE12
1945. predicted: SERVE12, actual: SERVE12
1946. predicted: SERVE10, actual: SERVE12
1947. predicted: SERVE12, actual: SERVE12
1948. predicted: SERVE10, actual: SERVE12
1949. predicted: SERVE12, actual: SERVE12
1950. predicted: SERVE12, actual: SERVE12
1951. predicted: SERVE12, actual: SERVE12
1952. predicted: SERVE12, actual: SERVE12
1953. predicted: SERVE12, actual: SERVE12
1954. predicted: SERVE12, actual: SERVE12
1955. predicted: SERVE12, actual: SERVE12
1956. predicted: SERVE12, actual: SERVE12
1957. predicted: SERVE12, actual: SERVE12
1958. predicted: SERVE12, actual: SERVE12
1959. predicted: SERVE12, actual: SERVE12
1960. predicted: SERVE12, actual: SERVE12
1961. predicted: SERVE12, actual: SERVE12
1962. predicted: SERVE12, actual: SERVE12
1963. predicted: SERVE10, actual: SERVE12
1964. predicted: SERVE12, actual: SERVE12
1965. predicted: SERVE10, actual: SERVE12
1966. predicted: SERVE12, actual: SERVE12
1967. predicted: SERVE12, actual: SERVE12
1968. predicted: SERVE12, actual: SERVE12
1969. predicted: SERVE12, actual: SERVE12
1970. predicted: SERVE12, actual: SERVE12
1971. predicted: SERVE12, actual: SERVE12
1972. predicted: SERVE12, actual: SERVE12
1973. predicted: SERVE12, actual: SERVE12
1974. predicted: SERVE12, actual: SERVE12
1975. predicted: SERVE12, actual: SERVE12
1976. predicted: SERVE12, actual: SERVE12
1977. predicted: SERVE12, actual: SERVE12
1978. predicted: SERVE12, actual: SERVE12
1979. predicted: SERVE10, actual: SERVE12
1980. predicted: SERVE12, actual: SERVE12
1981. predicted: SERVE12, actual: SERVE12
1982. predicted: SERVE12, actual: SERVE12
1983. predicted: SERVE12, actual: SERVE12
1984. predicted: SERVE12, actual: SERVE12
1985. predicted: SERVE12, actual: SERVE12
1986. predicted: SERVE12, actual: SERVE12
1987. predicted: SERVE10, actual: SERVE12
1988. predicted: SERVE12, actual: SERVE12
1989. predicted: SERVE12, actual: SERVE12
1990. predicted: SERVE12, actual: SERVE12
1991. predicted: SERVE12, actual: SERVE12
1992. predicted: SERVE12, actual: SERVE12
1993. predicted: SERVE10, actual: SERVE12
1994. predicted: SERVE12, actual: SERVE12
1995. predicted: SERVE12, actual: SERVE12
1996. predicted: SERVE12, actual: SERVE12
1997. predicted: SERVE12, actual: SERVE12
1998. predicted: SERVE12, actual: SERVE12
1999. predicted: SERVE12, actual: SERVE12
2000. predicted: SERVE12, actual: SERVE12
0.4867566216891554
2001. predicted: SERVE12, actual: SERVE12
2002. predicted: SERVE12, actual: SERVE12
2003. predicted: SERVE12, actual: SERVE12
2004. predicted: SERVE12, actual: SERVE12
2005. predicted: SERVE12, actual: SERVE12
2006. predicted: SERVE12, actual: SERVE12
2007. predicted: SERVE10, actual: SERVE12
2008. predicted: SERVE12, actual: SERVE12
2009. predicted: SERVE12, actual: SERVE12
2010. predicted: SERVE12, actual: SERVE12
2011. predicted: SERVE12, actual: SERVE12
2012. predicted: SERVE12, actual: SERVE12
2013. predicted: SERVE12, actual: SERVE12
2014. predicted: SERVE12, actual: SERVE12
2015. predicted: SERVE12, actual: SERVE12
2016. predicted: SERVE12, actual: SERVE12
2017. predicted: SERVE12, actual: SERVE12
2018. predicted: SERVE12, actual: SERVE12
2019. predicted: SERVE12, actual: SERVE12
2020. predicted: SERVE12, actual: SERVE12
2021. predicted: SERVE12, actual: SERVE12
2022. predicted: SERVE12, actual: SERVE12
2023. predicted: SERVE12, actual: SERVE12
2024. predicted: SERVE10, actual: SERVE12
2025. predicted: SERVE12, actual: SERVE12
2026. predicted: SERVE12, actual: SERVE12
2027. predicted: SERVE12, actual: SERVE12
2028. predicted: SERVE12, actual: SERVE12
2029. predicted: SERVE12, actual: SERVE12
2030. predicted: SERVE12, actual: SERVE12
2031. predicted: SERVE12, actual: SERVE12
2032. predicted: SERVE12, actual: SERVE12
2033. predicted: SERVE12, actual: SERVE12
2034. predicted: SERVE12, actual: SERVE12
2035. predicted: SERVE12, actual: SERVE12
2036. predicted: SERVE12, actual: SERVE12
2037. predicted: SERVE12, actual: SERVE12
2038. predicted: SERVE12, actual: SERVE12
2039. predicted: SERVE10, actual: SERVE12
2040. predicted: SERVE12, actual: SERVE12
2041. predicted: SERVE12, actual: SERVE12
2042. predicted: SERVE12, actual: SERVE12
2043. predicted: SERVE12, actual: SERVE12
2044. predicted: SERVE12, actual: SERVE12
2045. predicted: SERVE12, actual: SERVE12
2046. predicted: SERVE10, actual: SERVE12
2047. predicted: SERVE12, actual: SERVE12
2048. predicted: SERVE12, actual: SERVE12
2049. predicted: SERVE12, actual: SERVE12
2050. predicted: SERVE12, actual: SERVE12
2051. predicted: SERVE12, actual: SERVE12
2052. predicted: SERVE12, actual: SERVE12
2053. predicted: SERVE12, actual: SERVE12
2054. predicted: SERVE10, actual: SERVE12
2055. predicted: SERVE12, actual: SERVE12
2056. predicted: SERVE12, actual: SERVE12
2057. predicted: SERVE10, actual: SERVE12
2058. predicted: SERVE12, actual: SERVE12
2059. predicted: SERVE12, actual: SERVE12
2060. predicted: SERVE12, actual: SERVE12
2061. predicted: SERVE10, actual: SERVE12
2062. predicted: SERVE12, actual: SERVE12
2063. predicted: SERVE12, actual: SERVE12
2064. predicted: SERVE12, actual: SERVE12
2065. predicted: SERVE12, actual: SERVE12
2066. predicted: SERVE10, actual: SERVE12
2067. predicted: SERVE12, actual: SERVE12
2068. predicted: SERVE12, actual: SERVE12
2069. predicted: SERVE12, actual: SERVE12
2070. predicted: SERVE12, actual: SERVE12
2071. predicted: SERVE12, actual: SERVE12
2072. predicted: SERVE12, actual: SERVE12
2073. predicted: SERVE10, actual: SERVE12
2074. predicted: SERVE10, actual: SERVE12
2075. predicted: SERVE12, actual: SERVE12
2076. predicted: SERVE12, actual: SERVE12
2077. predicted: SERVE12, actual: SERVE12
2078. predicted: SERVE12, actual: SERVE12
2079. predicted: SERVE12, actual: SERVE12
2080. predicted: SERVE12, actual: SERVE12
2081. predicted: SERVE12, actual: SERVE12
2082. predicted: SERVE10, actual: SERVE12
2083. predicted: SERVE12, actual: SERVE12
2084. predicted: SERVE12, actual: SERVE12
2085. predicted: SERVE12, actual: SERVE12
2086. predicted: SERVE12, actual: SERVE12
2087. predicted: SERVE12, actual: SERVE12
2088. predicted: SERVE12, actual: SERVE12
2089. predicted: SERVE12, actual: SERVE12
2090. predicted: SERVE12, actual: SERVE12
2091. predicted: SERVE12, actual: SERVE12
2092. predicted: SERVE12, actual: SERVE12
2093. predicted: SERVE12, actual: SERVE12
2094. predicted: SERVE12, actual: SERVE12
2095. predicted: SERVE12, actual: SERVE12
2096. predicted: SERVE12, actual: SERVE12
2097. predicted: SERVE10, actual: SERVE12
2098. predicted: SERVE12, actual: SERVE12
2099. predicted: SERVE12, actual: SERVE12
2100. predicted: SERVE12, actual: SERVE12
0.5054735840076154
2101. predicted: SERVE12, actual: SERVE12
2102. predicted: SERVE12, actual: SERVE12
2103. predicted: SERVE12, actual: SERVE12
2104. predicted: SERVE12, actual: SERVE12
2105. predicted: SERVE12, actual: SERVE12
2106. predicted: SERVE12, actual: SERVE12
2107. predicted: SERVE12, actual: SERVE12
2108. predicted: SERVE12, actual: SERVE12
2109. predicted: SERVE12, actual: SERVE12
2110. predicted: SERVE12, actual: SERVE12
2111. predicted: SERVE12, actual: SERVE12
2112. predicted: SERVE12, actual: SERVE12
2113. predicted: SERVE12, actual: SERVE12
2114. predicted: SERVE12, actual: SERVE12
2115. predicted: SERVE12, actual: SERVE12
2116. predicted: SERVE12, actual: SERVE12
2117. predicted: SERVE12, actual: SERVE12
2118. predicted: SERVE12, actual: SERVE12
2119. predicted: SERVE10, actual: SERVE12
2120. predicted: SERVE12, actual: SERVE12
2121. predicted: SERVE12, actual: SERVE12
2122. predicted: SERVE12, actual: SERVE12
2123. predicted: SERVE12, actual: SERVE12
2124. predicted: SERVE12, actual: SERVE12
2125. predicted: SERVE10, actual: SERVE12
2126. predicted: SERVE12, actual: SERVE12
2127. predicted: SERVE12, actual: SERVE12
2128. predicted: SERVE12, actual: SERVE12
2129. predicted: SERVE12, actual: SERVE12
2130. predicted: SERVE12, actual: SERVE12
2131. predicted: SERVE12, actual: SERVE12
2132. predicted: SERVE12, actual: SERVE12
2133. predicted: SERVE10, actual: SERVE12
2134. predicted: SERVE12, actual: SERVE12
2135. predicted: SERVE12, actual: SERVE12
2136. predicted: SERVE12, actual: SERVE12
2137. predicted: SERVE12, actual: SERVE12
2138. predicted: SERVE12, actual: SERVE12
2139. predicted: SERVE12, actual: SERVE12
2140. predicted: SERVE12, actual: SERVE12
2141. predicted: SERVE12, actual: SERVE12
2142. predicted: SERVE12, actual: SERVE12
2143. predicted: SERVE12, actual: SERVE12
2144. predicted: SERVE12, actual: SERVE12
2145. predicted: SERVE10, actual: SERVE12
2146. predicted: SERVE12, actual: SERVE12
2147. predicted: SERVE12, actual: SERVE12
2148. predicted: SERVE12, actual: SERVE12
2149. predicted: SERVE12, actual: SERVE12
2150. predicted: SERVE12, actual: SERVE12
2151. predicted: SERVE12, actual: SERVE12
2152. predicted: SERVE12, actual: SERVE12
2153. predicted: SERVE10, actual: SERVE12
2154. predicted: SERVE12, actual: SERVE12
2155. predicted: SERVE12, actual: SERVE12
2156. predicted: SERVE12, actual: SERVE12
2157. predicted: SERVE12, actual: SERVE12
2158. predicted: SERVE12, actual: SERVE12
2159. predicted: SERVE12, actual: SERVE12
2160. predicted: SERVE12, actual: SERVE12
2161. predicted: SERVE12, actual: SERVE12
